,주소,위도,경도
0,세종특별자치시 조치원읍 원리 132-7,36.606055261686,127.295847772836
1,세종특별자치시 조치원읍 침산리 167-6,36.5981114137938,127.29593422886
2,세종특별자치시 전의면 관정리 262-6,36.7017354074547,127.211831712348
3,세종특별자치시 조치원읍 서창리 140-11,36.6063113361959,127.287986904937
4,세종특별자치시 조치원읍 신흥리 106,36.5948527580171,127.292226295003
5,세종특별자치시 조치원읍 죽림리 4-9,36.593393502164,127.298928156744
6,세종특별자치시 부강면 부강리 490,36.5267833937326,127.36757589331
7,세종특별자치시 부강면 부강리 1008-1,36.532304059194,127.361307407158
8,세종특별자치시 조치원읍 서창리 144-15,36.6073416929324,127.290624649479
9,세종특별자치시 조치원읍 남리 242-3,36.5976979460418,127.302192905403
10,세종특별자치시 연기면 연기리 601-5,36.5451456086083,127.273981785981
11,세종특별자치시 연기면 보통리 340-11,36.5496411112954,127.280133408915
12,세종특별자치시 부강면 부강리 401-170,36.5316980799583,127.364226365201
13,세종특별자치시 전의면 관정리 259-3,36.7022466099294,127.212341073474
14,세종특별자치시 전의면 관정리 259-3,36.7022466099294,127.212341073474
15,세종특별자치시 부강면 부강리 1008-1,36.532304059194,127.361307407158
16,세종특별자치시 조치원읍 서창리 140-28,36.6061275010979,127.288584082125
17,세종특별자치시 조치원읍 신흥리 17-2,36.5982961364444,127.291514298151
18,세종특별자치시 연기면 연기리 3-15,36.5470766576396,127.280349536341
19,세종특별자치시 조치원읍 원리 132-16,36.6063152946818,127.295498923356
20,세종특별자치시 조치원읍 신흥리 106,36.5948527580171,127.292226295003
21,세종특별자치시 조치원읍 신흥리 106,36.5948527580171,127.292226295003
22,세종특별자치시 부강면 부강리 526,36.5266259156365,127.370387645898
23,세종특별자치시 금남면 용포리 53-2,36.4633502149364,127.282381754908
24,세종특별자치시 전의면 동교리 200-5,36.6804119467562,127.206281916545
25,세종특별자치시 연서면 봉암리 422-8,36.5585135742055,127.288096048128
26,세종특별자치시 조치원읍 신흥리 106,36.5948527580171,127.292226295003
27,세종특별자치시 조치원읍 정리 44-11,36.5990344117879,127.301130583424
28,세종특별자치시 연기면 보통리 340-3,36.5499961070814,127.279927170582
29,세종특별자치시 조치원읍 신흥리 106,36.5948527580171,127.292226295003
30,세종특별자치시 전의면 관정리 259-3,36.7022466099294,127.212341073474
31,세종특별자치시 조치원읍 신흥리 121-6,36.5921987105309,127.292449958031
32,세종특별자치시 조치원읍 정리 44-12,36.5988811585534,127.301154128014
33,세종특별자치시 조치원읍 신흥리 106,36.5948527580171,127.292226295003
34,세종특별자치시 전의면 관정리 259-3,36.7022466099294,127.212341073474
35,세종특별자치시 조치원읍 침산리 148-7,36.6010263040378,127.293795932722
36,세종특별자치시 부강면 부강리 1008-1,36.532304059194,127.361307407158
37,세종특별자치시 부강면 부강리 1008-1,36.532304059194,127.361307407158
38,세종특별자치시 전의면 관정리 262-5,36.7019053980008,127.211911522476
